Code,Name,Registration_number,Keph level,Facility type,Owner,Regulatory body,Beds,Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed
18701,Mayo Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Unspecified,Kenya MPDB - Private Practice,0,0,MERU,NORTH IMENTI,imenti north,MUNICIPALITY,Operational,No,No,No,No,,Yes,Yes,No
18699,Thuura Health Care,None,Level 2,Basic primary health care facility,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,MERU,NORTH IMENTI,imenti north,NTIMA EAST,Operational,No,No,No,No,,Yes,Yes,No
18698,Magana Medical Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Other,0,0,KIAMBU,KIKUYU,kikuyu,KIKUYU,Operational,No,No,No,No,,Yes,Yes,No
18695,Khaburu Chemist (Ntima East),None,Level 2,Basic primary health care facility,Private Practice - General Practitioner,Kenya MPDB - Institution,0,0,MERU,NORTH IMENTI,imenti north,NTIMA EAST,Operational,No,No,No,No,,Yes,Yes,No
18691,Mercy Mission Medical Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Catholic Secretariat,Ministry of Health,2,0,MAKUENI,KILOME,kilome,MUKAA,Operational,No,No,No,No,,Yes,Yes,No
18690,Maria Salus Infirmorum Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Ministry of Health,3,0,MAKUENI,KILOME,kilome,MUKAA,Operational,No,No,Yes,No,,Yes,Yes,No
18689,Kikule Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,1,MACHAKOS,MASINGA,masinga,MUTHESYA,Operational,No,No,No,No,,Yes,Yes,No
18686,Ngelani Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI EAST,kitui east,ZOMBE/MWITIKA,Operational,No,No,No,No,,Yes,Yes,No
18676,Mastoo Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYANDARUA,NDARAGWA,ndaragwa,SHAMATA,Operational,No,No,No,No,,Yes,Yes,No
18673,Muthungue Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,KITUI,KITUI EAST,kitui east,VOO/KYAMATU,Operational,No,No,No,No,,Yes,Yes,No
18671,Aphia Disc 1 Nanyuki Transport,None,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,Ministry of Health,0,0,LAIKIPIA,LAIKIPIA EAST,laikipia east,NANYUKI,Operational,No,No,No,No,,Yes,Yes,No
18670,Karimaini Community Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KIRINYAGA,NDIA,kirinyaga west,MUKURE,Operational,No,No,No,No,,Yes,Yes,No
18669,Eldoret Rapha Medical Centre,None,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Other,0,0,UASIN GISHU,MOIBEN,moiben,KIMUMU,Operational,No,No,Yes,No,,Yes,Yes,No
18666,Bingwa Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BOMET,CHEPALUNGU,chepalungu,SIONGIROI,Operational,No,No,No,No,,Yes,Yes,No
18665,Lelaitich Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BOMET,CHEPALUNGU,chepalungu,SIGOR,Operational,No,No,No,No,,Yes,Yes,No
18664,Koimiret Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BOMET,CHEPALUNGU,chepalungu,KONG'ASIS,Operational,No,No,No,No,,Yes,Yes,No
18662,Senate Health Services,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Nursing Council of Kenya (Private Practice),0,0,NAIROBI,EMBAKASI NORTH,embakasi north,DANDORA AREA IV,Operational,No,No,No,No,,Yes,Yes,No
18661,Assumption Sisters Mbooni Clinic,None,Level 2,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Catholic Secretariat,Ministry of Health,0,0,MAKUENI,MBOONI,mbooni,MBOONI,Operational,No,No,No,No,,Yes,Yes,No
18660,Musoa SDA Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Other Faith Based,Ministry of Health,0,0,MAKUENI,MBOONI,mbooni,TULIMANI,Operational,No,No,Yes,No,,Yes,Yes,No
18659,Florex Medical Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),1,0,NAKURU,NAKURU TOWN EAST,nakuru east,NAKURU EAST,Operational,No,No,Yes,No,,Yes,Yes,No
18658,Mundoro Community Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KIAMBU,GATUNDU SOUTH,gatundu south,KIGANJO,Operational,No,No,Yes,No,,Yes,Yes,No
18657,Village Hope Core International,None,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,Kenya MPDB - Institution,0,0,THARAKA-NITHI,MAARA,maara,CHOGORIA,Operational,No,No,No,No,,Yes,Yes,No
18655,Philips Medical Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Other,0,0,MERU,BUURI,buuri,RUIRU/RWAWERA,Operational,No,No,No,No,,Yes,Yes,No
18653,Meru Eye Care Services,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Other,0,0,MERU,NORTH IMENTI,imenti north,MUNICIPALITY,Operational,No,No,No,No,,Yes,Yes,No
18651,Wajir Tb Manyatta Sub - District Hospital,None,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,84,0,WAJIR,WAJIR EAST,wajir east,TOWNSHIP,Operational,Yes,No,Yes,No,,Yes,Yes,No
18648,Meru Lab Services,None,Level 2,Laboratory,Private Practice - General Practitioner,Other,0,0,MERU,NORTH IMENTI,imenti north,MUNICIPALITY,Operational,No,No,No,No,,Yes,Yes,No
18647,Medicare Stores Chemist,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Other,0,0,MERU,NORTH IMENTI,imenti north,MUNICIPALITY,Operational,No,No,No,No,,Yes,Yes,No
18645,Friends Chemist,None,Level 2,Basic primary health care facility,Private Practice - General Practitioner,Other,0,0,MERU,NORTH IMENTI,imenti north,NTIMA EAST,Operational,No,No,No,No,,Yes,Yes,No
18643,Kithoka Chemist (Ntima East),None,Level 2,Basic primary health care facility,Private Practice - Unspecified,Pharmacy & Poisons Board,0,0,MERU,NORTH IMENTI,imenti north,NTIMA EAST,Operational,No,No,No,No,,Yes,Yes,No
18640,Johani Chemist,None,Level 2,Basic primary health care facility,Private Practice - General Practitioner,"Kenya Medical Laboratory, Tech & Technologists Board",0,0,MERU,NORTH IMENTI,imenti north,NTIMA EAST,Operational,No,No,No,No,,Yes,Yes,No
18639,Mmak's Homecare Pharmacy,None,Level 2,Basic primary health care facility,Private Practice - Unspecified,Other,0,0,MERU,NORTH IMENTI,imenti north,NTIMA EAST,Operational,No,No,No,No,,Yes,Yes,No
18635,Uzima Medical Services,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Unspecified,Kenya MPDB - Private Practice,0,0,MERU,NORTH IMENTI,imenti north,MUNICIPALITY,Operational,No,No,Yes,No,,Yes,Yes,No
18634,Soceno Pharmacy,None,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Private Practice,0,0,MERU,NORTH IMENTI,imenti north,MUNICIPALITY,Operational,No,No,Yes,No,,Yes,Yes,No
18633,Dr Kiome Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,MERU,NORTH IMENTI,imenti north,MUNICIPALITY,Operational,No,No,Yes,No,,Yes,Yes,No
18632,Eye Care Centre,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Medical Specialist,Kenya MPDB - Private Practice,0,0,MERU,NORTH IMENTI,imenti north,MUNICIPALITY,Operational,No,No,Yes,No,,Yes,Yes,No
18631,Meridian Medical Centre (Meru),None,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,MERU,NORTH IMENTI,imenti north,MUNICIPALITY,Operational,No,No,Yes,No,,Yes,Yes,No
18630,Gababa Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,GARISSA,IJARA,ijara,MASALANI,Operational,No,No,No,No,,Yes,Yes,No
18629,CID HQS Dispensary,None,Level 2,Dispensaries and clinic-out patient only,State Coorporation,Ministry of Health,0,0,NAIROBI,ROYSAMBU,roysambu,ROYSAMBU,Operational,No,No,Yes,No,,Yes,Yes,No
18628,Uthiru Muthua Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAIROBI,DAGORETTI SOUTH,dagoretti south,UTHIRU/RUTHIMITU,Operational,No,No,No,No,,Yes,Yes,No
18626,Beggs Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Kenya MPDB - Private Practice,0,0,KAKAMEGA,LIKUYANI,likuyani,NZOIA,Operational,No,No,Yes,No,,Yes,Yes,No
18625,Mlimani Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KAKAMEGA,LIKUYANI,likuyani,SINOKO,Operational,No,No,No,No,,Yes,Yes,No
18624,Lumino Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KAKAMEGA,LIKUYANI,likuyani,LIKUYANI,Operational,No,No,No,No,,Yes,Yes,No
18623,Premier Medical Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Ministry of Health,0,0,TURKANA,TURKANA WEST,turkana west,LOKICHOGGIO,Operational,No,No,Yes,No,,Yes,Yes,No
18622,Skyhill Medical Centre,None,Level 3,Basic primary health care facility,Private Practice - General Practitioner,Pharmacy & Poisons Board,10,2,NAIROBI,DAGORETTI NORTH,dagoretti north,GATINA,Operational,Yes,No,Yes,No,,Yes,Yes,No
18621,Uzima Medicare Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Clinical Officers Council,0,0,MERU,IGEMBE SOUTH,igembe south,AKACHIU,Operational,No,No,Yes,No,,Yes,Yes,No
18620,Kendi Medical Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,MERU,IGEMBE SOUTH,igembe south,MAUA,Operational,No,No,No,No,,Yes,Yes,No
18619,Vichabem Medical Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Nursing Council of Kenya (Private Practice),0,0,MERU,IGEMBE SOUTH,igembe south,MAUA,Operational,No,No,Yes,No,,Yes,Yes,No
18618,Antodevi Medical Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Nursing Council of Kenya (Private Practice),0,0,MERU,IGEMBE SOUTH,igembe south,KIEGOI/ANTUBOCHIU,Operational,No,No,Yes,No,,Yes,Yes,No
18616,GK Prisons Medium Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KERICHO,AINAMOI,ainamoi,KIPCHEBOR,Operational,No,No,Yes,No,,Yes,Yes,No
18614,Sumba Medical Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,NAKURU,NAIVASHA,naivasha,OLKARIA,Operational,No,No,Yes,No,,Yes,Yes,No
18613,Glory Health Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,NAIROBI,DAGORETTI SOUTH,dagoretti south,RIRUTA,Operational,No,No,Yes,No,,Yes,Yes,No
18612,Fremo Medical Centre,None,Level 3,Basic primary health care facility,Private Practice - Clinical Officer,Clinical Officers Council,10,0,NAIROBI,DAGORETTI SOUTH,dagoretti south,RIRUTA,Operational,Yes,No,Yes,No,,Yes,Yes,No
18611,Lithi Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Unspecified,Kenya MPDB - Private Practice,0,0,NAIROBI,KAMUKUNJI,kamukunji,EASTLEIGH SOUTH,Operational,Yes,No,Yes,No,,Yes,Yes,No
18608,Gachororo Health Centre,None,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,5,3,KIAMBU,JUJA,juja,JUJA,Operational,No,No,No,No,,Yes,Yes,No
18606,St Mark Medical Clinic (Shaabab),None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,NAKURU,NAKURU TOWN WEST,nakuru east,SHAABAB,Operational,No,No,Yes,No,,Yes,Yes,No
18604,Ngenia Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,LAIKIPIA,LAIKIPIA NORTH,laikipia north,MUGOGODO EAST,Operational,No,No,No,No,,Yes,Yes,No
18603,St Mary's Mother & Child Medical Services,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,0,0,KIAMBU,KIAMBU,kiambu town,TOWNSHIP,Operational,No,No,Yes,No,,Yes,Yes,No
18601,St Joseph Mission Dispensary Chumvini,None,Level 2,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Catholic Secretariat,Other,0,0,TAITA TAVETA,TAVETA,taveta,CHALA,Operational,No,No,Yes,No,,Yes,Yes,No
18600,Salgaa Intergrated VCT,None,Level 2,VCT,Non-Governmental Organizations,Kenya MPDB - Private Practice,0,0,NAKURU,RONGAI,rongai,MOSOP,Operational,No,No,No,No,,Yes,Yes,No
18599,North Star Alliance VCT,None,Level 2,VCT,Non-Governmental Organizations,Kenya MPDB - Private Practice,0,0,NAKURU,RONGAI,rongai,MOSOP,Operational,No,No,No,No,,Yes,Yes,No
18598,PCEA Mwangaza Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Other,0,0,NAKURU,NAKURU TOWN WEST,nakuru west,KAPTEMBWO,Operational,No,No,No,No,,Yes,Yes,No
18597,Mercylight Hospital,None,Level 4,Primary care hospitals,Private Practice - General Practitioner,Kenya MPDB - Private Practice,16,3,KIAMBU,KIAMBU,kiambu town,TOWNSHIP,Operational,Yes,No,Yes,No,,Yes,Yes,No
18596,Kambu Model Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,24,2,MAKUENI,KIBWEZI EAST,kibwezi east,IVINGONI/NZAMBANI,Operational,No,No,Yes,No,,Yes,Yes,No
18595,Shallom Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,1,LAIKIPIA,LAIKIPIA EAST,laikipia east,NGOBIT,Operational,No,No,Yes,No,,Yes,Yes,No
18594,Joy Nursing Home and Maternity,None,Level 3,Basic primary health care facility,Private Practice - General Practitioner,Other,12,0,NAIROBI,KAMUKUNJI,kamukunji,AIRBASE,Operational,Yes,No,Yes,No,,Yes,Yes,No
18593,SDA Health Services Likoni Road Clinic,None,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Kenya MPDB - Institution,0,0,NAIROBI,STAREHE,starehe,LANDIMAWE,Operational,No,No,Yes,No,,Yes,Yes,No
18592,Ravine Glory Health Care Services,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Ministry of Health,0,0,BARINGO,ELDAMA RAVINE,koibatek,RAVINE,Operational,No,No,Yes,No,,Yes,Yes,No
18590,Lengo Medical Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Kenya MPDB - Institution,0,0,NAIROBI,STAREHE,starehe,NAIROBI SOUTH,Operational,No,No,Yes,No,,Yes,Yes,No
18589,Laikipia University Medical Centre,None,Level 3,Dispensaries and clinic-out patient only,Public Institution,Ministry of Health,7,0,LAIKIPIA,LAIKIPIA WEST,laikipia west,IGWAMITI,Operational,Yes,No,Yes,No,,Yes,Yes,No
18588,Bahari Medical Clinic Diani Beach,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,KWALE,MSAMBWENI,msambweni,UKUNDA,Operational,No,No,Yes,No,,Yes,Yes,No
18585,Gertrudes Chidrens Clinic (Ongata Rongai),None,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,KAJIADO,KAJIADO NORTH,kajiado north,ONGATA RONGAI,Operational,No,No,Yes,No,,Yes,Yes,No
18584,Chemses Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUNGOMA,MT. ELGON,mt elgon,ELGON,Operational,No,No,No,No,,Yes,Yes,No
18582,Chesinende Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUNGOMA,MT. ELGON,mt elgon,KAPTAMA,Operational,No,No,No,No,,Yes,Yes,No
18581,Mlolongo Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MACHAKOS,MAVOKO,athi river,MUTHWANI,Operational,No,No,No,No,,Yes,Yes,No
18580,Mosobeti Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYAMIRA,KITUTU MASABA,masaba north,GESIMA,Operational,No,No,No,No,,Yes,Yes,No
18579,Coping Centre,None,Level 2,VCT,Non-Governmental Organizations,Other,0,0,NAKURU,NAKURU TOWN WEST,nakuru east,SHAABAB,Operational,No,No,Yes,No,,Yes,Yes,No
18578,Thigirichi Mukui,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KIRINYAGA,NDIA,kirinyaga west,KARITI,Operational,No,No,No,No,,Yes,Yes,No
18577,Kamujohn Medical Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),1,1,ELEGEYO-MARAKWET,KEIYO SOUTH,keiyo south,CHEPKORIO,Operational,No,No,Yes,No,,Yes,Yes,No
18576,Mong'oni,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYAMIRA,KITUTU MASABA,masaba north,RIGOMA,Operational,No,No,No,No,,Yes,Yes,No
18575,Kenya Assemblies of God Medical Clinic (Kag Naivas,None,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Kenya MPDB - Institution,0,0,NAKURU,NAIVASHA,naivasha,LAKE VIEW,Operational,No,No,No,No,,Yes,Yes,No
18574,Strathmore University Medical Centre,None,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,NAIROBI,KIBRA,langata,NYAYO HIGHRISE,Operational,No,No,No,No,,Yes,Yes,No
18573,Pona Medical and Eye Care Centre,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,KITUI,MWINGI CENTRAL,mwingi central,CENTRAL,Operational,No,No,Yes,No,,Yes,Yes,No
18572,Royal Run Medical Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KWALE,MATUGA,matuga,TSIMBA GOLINI,Operational,No,No,Yes,No,,Yes,Yes,No
18571,Sasa Centre Naivasha (Drop In Service Centre-Disc),None,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,Kenya MPDB - Institution,0,0,NAKURU,NAIVASHA,naivasha,LAKE VIEW,Operational,No,No,No,No,,Yes,Yes,No
18569,Thaene Medical Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,MERU,IGEMBE SOUTH,igembe south,MAUA,Operational,No,No,Yes,No,,Yes,Yes,No
18568,Family Nursing Home and Maternity  ( Mwingi Central),None,Level 3,Basic primary health care facility,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,15,15,KITUI,MWINGI CENTRAL,mwingi central,CENTRAL,Operational,No,No,Yes,No,,Yes,Yes,No
18567,Kanzui Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI CENTRAL,mwingi central,KIVOU,Operational,No,No,No,No,,Yes,Yes,No
18566,Nzinia Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI WEST,kitui west,MUTONGONI,Operational,No,No,No,No,,Yes,Yes,No
18565,Mutanda Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI WEST,kitui west,KAUWI,Operational,No,No,No,No,,Yes,Yes,No
18564,Chianda Dispensary (Rarieda),None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,SIAYA,RARIEDA,rarieda,NORTH UYOMA,Operational,No,No,No,No,,Yes,Yes,No
